%OpenBCI Raw EXG Data
%Number of channels = 4
%Sample Rate = 200 Hz
%Board = OpenBCI_GUI$BoardGanglionBLE
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Other, Timestamp (Formatted)
0.0, 178.13330483948812, 41.69053475605324, -128.60580972628668, 34.90261633647606, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7103914179538407E9, 0.0, 2024-03-13 21:43:37.953
1.0, 183.1821697796695, 45.14246241515502, -104.59565201075748, 33.9227625480853, 0.0, 0.8160000387579203, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.710391417966993E9, 0.0, 2024-03-13 21:43:37.966
1.0, 152.2756365458481, 35.60197762819007, -97.45244309538975, 25.12651785230264, 0.0, 0.8160000387579203, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.710391417966993E9, 0.0, 2024-03-13 21:43:37.966
2.0, 172.45987660670653, 43.6315428330563, -110.52339344052598, 34.4426086419262, 0.5120000243186951, 0.8160000387579203, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.710391417983715E9, 0.0, 2024-03-13 21:43:37.983
2.0, 178.83640603115782, 53.59463631501421, -102.64342423388734, 44.46554052317515, 0.5120000243186951, 0.8160000387579203, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.710391417983715E9, 0.0, 2024-03-13 21:43:37.983
3.0, 173.60802589310333, 48.732766372617334, -110.29899944318458, 34.192035344894975, 0.5120000243186951, 0.8160000387579203, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7103914179844828E9, 0.0, 2024-03-13 21:43:37.984
3.0, 168.4320043544285, 43.65024233283475, -106.2524276911281, 37.797298902180046, 0.5120000243186951, 0.8160000387579203, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7103914179844828E9, 0.0, 2024-03-13 21:43:37.984
4.0, 168.7985145500861, 49.69392066122964, -106.79845308465883, 46.51500569889322, 0.5120000243186951, 0.8160000387579203, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7103914180132809E9, 0.0, 2024-03-13 21:43:38.013
4.0, 171.83157341415063, 50.292304654140025, -88.7646554983221, 48.39991527656093, 0.5120000243186951, 0.8160000387579203, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7103914180132809E9, 0.0, 2024-03-13 21:43:38.013
5.0, 178.41379733616486, 57.73470556596294, -77.56739503098652, 53.63203531457111, 0.5120000243186951, 0.8160000387579203, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7103914180139284E9, 0.0, 2024-03-13 21:43:38.013
5.0, 172.78898780280724, 43.070557839702815, -115.3703037831001, 38.78837239043787, 0.5120000243186951, 0.8160000387579203, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7103914180139284E9, 0.0, 2024-03-13 21:43:38.013
6.0, 184.2517811669968, 58.1947132605128, -91.15819146996364, 48.643008773680776, 0.5120000243186951, 0.8160000387579203, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7103914180146856E9, 0.0, 2024-03-13 21:43:38.014
6.0, 155.1703191115521, 37.879576701205224, -98.11814528750256, 32.11639086948708, 0.5120000243186951, 0.8160000387579203, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7103914180146856E9, 0.0, 2024-03-13 21:43:38.014
