%OpenBCI Raw EXG Data
%Number of channels = 4
%Sample Rate = 200 Hz
%Board = OpenBCI_GUI$BoardGanglionBLE
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Other, Timestamp (Formatted)
2.0, -174.88520172797143, 76.75583674060181, -138.70540955662727, 53.76293181302026, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.710387370529072E9, 0.0, 2024-03-13 20:36:10.529
2.0, -105.9738051444292, -117.4627778083086, -121.7262637577951, -93.32172359433025, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.710387370529072E9, 0.0, 2024-03-13 20:36:10.529
3.0, -49.19090411718935, -195.89221977908164, -22.16638703737408, -220.2950669899583, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7103873705435748E9, 0.0, 2024-03-13 20:36:10.543
3.0, 36.89224311290309, -266.43421274330467, 83.2445631637238, -242.76812582369894, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7103873705435748E9, 0.0, 2024-03-13 20:36:10.543
4.0, 219.50033824937418, -338.5974523383193, 209.118375972379, -289.7393993171863, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.710387370544351E9, 0.0, 2024-03-13 20:36:10.544
4.0, 13.602016138844192, -527.93923734501, 25.588395496830344, -54.67172750225291, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.710387370544351E9, 0.0, 2024-03-13 20:36:10.544
5.0, 149.78486317535862, -635.7680328674614, 199.91074228147045, -140.4538127859123, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.710387370558142E9, 0.0, 2024-03-13 20:36:10.558
5.0, 75.74606375256553, -572.3393296189606, 86.56559432437643, -29.898630195762962, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.710387370558142E9, 0.0, 2024-03-13 20:36:10.558
6.0, 4.214867250062525, -491.3069172790274, -0.4151288950815797, 1.131319736596197, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.710387370573937E9, 0.0, 2024-03-13 20:36:10.573
6.0, -178.89063458051533, -416.5855861143209, -140.8446323312819, 60.86313187889755, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.710387370573937E9, 0.0, 2024-03-13 20:36:10.573
7.0, 3.745509805623442, -255.58476297184825, 39.16610228596255, 281.91926850983873, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.710387370574581E9, 0.0, 2024-03-13 20:36:10.574
7.0, -126.53577510081232, -121.50934956036508, -128.18507098127156, 398.4283718294464, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.710387370574581E9, 0.0, 2024-03-13 20:36:10.574
8.0, -54.99896874837577, -193.74177730455995, -21.530604044906795, 268.7660403656773, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.710387370587877E9, 0.0, 2024-03-13 20:36:10.587
8.0, 42.16550205042586, -268.9698649132624, 90.37281247926876, 252.37031895993277, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.710387370587877E9, 0.0, 2024-03-13 20:36:10.587
9.0, 222.6829931116663, -336.49562856322154, 206.86321629909799, 195.7276641810313, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7103873706035638E9, 0.0, 2024-03-13 20:36:10.603
9.0, 41.295975310727954, -525.0557744791731, 29.35073485225439, 437.5346357161179, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7103873706035638E9, 0.0, 2024-03-13 20:36:10.603
10.0, 163.49533641291782, -636.340237560682, 198.49706009821966, 341.0788759589195, 0.01600000075995922, 0.0, 1.0400000493973494, 0.0, 0.0, 0.0, 0.0, 0.0, 1.710387370604318E9, 0.0, 2024-03-13 20:36:10.604
10.0, 66.74038465926424, -578.1773134497926, 80.38727959757671, 450.0371212679893, 0.01600000075995922, 0.0, 1.0400000493973494, 0.0, 0.0, 0.0, 0.0, 0.0, 1.710387370604318E9, 0.0, 2024-03-13 20:36:10.604
