%OpenBCI Raw EXG Data
%Number of channels = 4
%Sample Rate = 200 Hz
%Board = OpenBCI_GUI$BoardGanglionBLE
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Other, Timestamp (Formatted)
2.0, 102.10861854022369, -79.18116186186671, 111.01706023467705, -36.08255477249622, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7103879248787367E9, 0.0, 2024-03-13 20:45:24.878
2.0, 47.5416082367301, 148.5189070403576, 36.10873407218605, 160.0751979034394, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7103879248787367E9, 0.0, 2024-03-13 20:45:24.878
3.0, 213.17242752434686, 50.4325509024784, 235.56694845901802, 72.28104644361883, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7103879248931956E9, 0.0, 2024-03-13 20:45:24.893
3.0, 107.55391287570819, 84.92564819380641, 78.33407452190295, 162.05360497999936, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7103879248931956E9, 0.0, 2024-03-13 20:45:24.893
4.0, 30.19595224224031, 178.02297779079527, -5.6547287330031395, 213.74650216754526, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7103879248941524E9, 0.0, 2024-03-13 20:45:24.894
4.0, -137.34782587271184, 262.3221927420236, -112.5335896667093, 271.28299303585663, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7103879248941524E9, 0.0, 2024-03-13 20:45:24.894
5.0, 55.84979598829523, 421.77843720279634, 54.4510734048672, 487.91856791917235, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7103879249075177E9, 0.0, 2024-03-13 20:45:24.907
5.0, -95.81623686477542, 548.310472403653, -134.13151191081852, 602.1912110652775, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7103879249075177E9, 0.0, 2024-03-13 20:45:24.907
6.0, 0.725540591403842, 490.974066182971, 3.2761523611843586, 493.10580915771425, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.710387924923257E9, 0.0, 2024-03-13 20:45:24.923
6.0, 92.48585595423356, 413.18040720466524, 108.76190056139603, 456.5482870908454, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.710387924923257E9, 0.0, 2024-03-13 20:45:24.923
7.0, 254.90597112989053, 339.82787942374125, 210.84620975190774, 410.00710209226236, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7103879249240546E9, 0.0, 2024-03-13 20:45:24.924
7.0, 72.03795294649899, 171.28367807064205, 52.63161207642406, 181.80775654595345, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7103879249240546E9, 0.0, 2024-03-13 20:45:24.924
